Timestamp,Side,Price,Quantity,Fee,PnL,PnL_Pct,Net_Worth
2026-01-11 15:32:00,BUY,90740.01,0.001,0.09074001,0.0,0.0,999.90925999
2026-01-11 16:11:48,SELL,90738.85,0.001,0.09073885000000001,-0.18263885999998453,-0.20107602324088703,999.81736114
2026-01-11 16:35:02,BUY,90719.35,0.001,0.09071935,0.0,0.0,999.7266417899999
2026-01-11 16:40:08,BUY,90702.08,0.001,0.09070208,0.0,0.0,9999.90929792
2026-01-11 16:55:02,BUY,90702.44,0.001,0.09070244000000001,0.0,0.0,9999.90929756,STRATEGY
2026-01-11 16:58:03,SELL,90714.39,0.001,0.09071438999999999,-0.16946683000001542,-0.1866515746076436,9999.830533170001,STRATEGY
2026-01-11 17:16:03,BUY,90714.76,0.001,0.09071476,0.0,0.0,9999.739818410002,STRATEGY
